row_id,engagement_score
89198,4.098719
89199,3.5294447
89200,2.7821805
89201,3.197111
89202,1.7791264
89203,3.6743007
89204,3.8999968
89205,4.0931363
89206,2.694699
89207,3.909688
89208,3.9400957
89209,4.0352745
89210,3.551649
89211,4.337087
89212,3.386064
89213,3.2794244
89214,2.3954182
89215,3.8814263
89216,4.3660216
89217,3.1080422
89218,4.0488167
89219,2.5552042
89220,2.383874
89221,3.3053954
89222,3.5026007
89223,3.9157035
89224,3.660947
89225,3.7285664
89226,3.578337
89227,2.985778
89228,3.6175094
89229,2.93935
89230,1.8403851
89231,3.4918206
89232,3.6327434
89233,2.8872151
89234,3.4682457
89235,4.0168576
89236,3.0109797
89237,4.1829276
89238,4.0649996
89239,3.676487
89240,3.432017
89241,3.9292178
89242,4.125634
89243,4.4391456
89244,4.2667303
89245,3.9032407
89246,3.527681
89247,2.401866
89248,4.0113516
89249,2.2050233
89250,4.0550895
89251,2.633987
89252,3.5656633
89253,2.3542197
89254,3.3838058
89255,3.3271961
89256,3.1853538
89257,3.9474208
89258,4.1097307
89259,3.3577287
89260,2.8982842
89261,2.6327782
89262,3.7576184
89263,3.871051
89264,4.075519
89265,2.2085354
89266,3.6026947
89267,3.5334494
89268,3.6958382
89269,3.582003
89270,4.0402727
89271,3.4359007
89272,3.7887805
89273,4.1533866
89274,3.830735
89275,3.2765076
89276,2.7809687
89277,2.3902185
89278,3.9581106
89279,2.670533
89280,3.25078
89281,3.565984
89282,3.1463134
89283,4.1655188
89284,4.285683
89285,3.112201
89286,3.7263234
89287,3.5125914
89288,3.910758
89289,4.141245
89290,4.0302863
89291,3.0996928
89292,3.6479747
89293,4.256683
89294,3.6162875
89295,3.2395592
89296,3.3886173
89297,3.9433045
89298,3.4368727
89299,4.272509
89300,3.7941155
89301,4.2342315
89302,3.612597
89303,2.2912257
89304,4.1710396
89305,3.9074104
89306,3.8977993
89307,3.696194
89308,3.364223
89309,4.171613
89310,3.3361702
89311,2.2886198
89312,3.631085
89313,4.1957464
89314,3.7384183
89315,3.5145733
89316,2.5784476
89317,2.1808767
89318,2.9501953
89319,2.51963
89320,3.7807293
89321,3.6774294
89322,3.5769348
89323,4.270717
89324,3.6261258
89325,3.8138282
89326,4.050759
89327,4.186509
89328,3.0094783
89329,3.5152934
89330,2.993744
89331,4.5250964
89332,3.754589
89333,4.1154776
89334,3.8725932
89335,3.9023557
89336,2.1583848
89337,3.2123158
89338,3.4884608
89339,2.8695931
89340,3.3572142
89341,3.495686
89342,3.5997443
89343,2.5685902
89344,3.2995772
89345,3.8247707
89346,3.8675969
89347,3.3411603
89348,3.1254683
89349,3.677121
89350,3.810177
89351,2.745378
89352,3.749324
89353,4.0501018
89354,2.669632
89355,4.2313967
89356,4.0727797
89357,4.0786686
89358,3.4189053
89359,3.4632828
89360,3.282369
89361,4.1911902
89362,3.8788397
89363,2.93674
89364,4.3174267
89365,3.4616446
89366,3.7256827
89367,3.2527235
89368,4.1616135
89369,3.5112221
89370,3.6105924
89371,4.1200285
89372,3.9757671
89373,3.0641863
89374,2.9651253
89375,3.902758
89376,4.107282
89377,4.15042
89378,4.202495
89379,3.5093987
89380,3.8622887
89381,3.3055246
89382,3.8381994
89383,2.786276
89384,3.675378
89385,4.735661
89386,3.2207482
89387,3.1838617
89388,3.7862697
89389,3.4079902
89390,4.3625975
89391,3.8477373
89392,2.9472134
89393,2.7750235
89394,3.4538193
89395,2.9734235
89396,3.73008
89397,3.7122233
89398,3.5200112
89399,2.6806865
89400,2.9830334
89401,3.4491844
89402,3.4410458
89403,4.024114
89404,3.221348
89405,3.1616983
89406,3.6929348
89407,3.8387465
89408,3.337913
89409,4.031521
89410,2.1623285
89411,3.7982986
89412,3.5909235
89413,4.290265
89414,3.9093707
89415,2.686432
89416,3.0347733
89417,3.572157
89418,2.8470583
89419,4.1131034
89420,2.1216753
89421,3.0405173
89422,3.2257147
89423,3.8057954
89424,3.784091
89425,3.8153465
89426,3.579367
89427,2.8166554
89428,4.141336
89429,3.6643636
89430,3.5542328
89431,3.229505
89432,3.695132
89433,4.115531
89434,4.2928295
89435,2.782891
89436,2.3882146
89437,2.11464
89438,3.7116106
89439,2.463088
89440,4.144686
89441,2.8696449
89442,3.8387141
89443,3.0466597
89444,3.3451324
89445,4.3623466
89446,3.7286491
89447,2.2287056
89448,3.381853
89449,3.0079734
89450,2.6498175
89451,4.1979594
89452,4.0559163
89453,2.9422276
89454,2.8980465
89455,3.391452
89456,2.9269567
89457,4.023123
89458,4.298811
89459,2.4468417
89460,3.6646037
89461,3.3635974
89462,3.7778034
89463,2.8832355
89464,3.4955864
89465,3.5135012
89466,4.3212066
89467,3.2703676
89468,3.374134
89469,2.4969783
89470,1.6418313
89471,3.517713
89472,4.126285
89473,2.9663975
89474,2.930837
89475,3.6330118
89476,3.479493
89477,3.2176304
89478,2.886681
89479,2.8526745
89480,3.8082478
89481,3.7456198
89482,3.7066884
89483,3.52707
89484,3.566092
89485,3.793189
89486,4.142323
89487,4.0091834
89488,3.0990462
89489,3.6861823
89490,3.603886
89491,3.1080956
89492,3.5905662
89493,4.2622576
89494,4.0047574
89495,3.4083714
89496,2.6358898
89497,3.0376563
89498,3.6045597
89499,3.5157163
89500,3.4114301
89501,3.183699
89502,2.4936604
89503,4.168107
89504,2.5721922
89505,4.237748
89506,2.8874776
89507,4.0639076
89508,3.326396
89509,3.7255874
89510,3.9158075
89511,4.187777
89512,3.8105152
89513,4.132274
89514,3.7076938
89515,3.693048
89516,2.3312764
89517,3.1555219
89518,3.6861162
89519,3.715392
89520,3.9466476
89521,4.1481853
89522,2.5222735
89523,4.084117
89524,3.651475
89525,3.8528202
89526,3.9925547
89527,3.2835965
89528,3.7307978
89529,3.005609
89530,3.8790584
89531,3.8994722
89532,3.968448
89533,2.6576602
89534,3.7266054
89535,3.7499278
89536,3.5145068
89537,3.5104408
89538,3.1721425
89539,2.1335673
89540,2.7703693
89541,3.286115
89542,3.6337814
89543,3.6393447
89544,3.9991896
89545,3.3381639
89546,4.044466
89547,4.345177
89548,3.1941226
89549,3.2279227
89550,3.7358143
89551,3.293844
89552,3.0188532
89553,3.791405
89554,4.191336
89555,3.351008
89556,3.1056845
89557,3.5304794
89558,3.0868597
89559,3.2733946
89560,3.1082056
89561,4.4745994
89562,3.9691002
89563,3.9567995
89564,3.4412267
89565,3.8786862
89566,3.2471318
89567,2.9890258
89568,1.9704309
89569,3.7556663
89570,3.1822097
89571,3.5194678
89572,3.5512068
89573,2.8871222
89574,3.5889218
89575,3.16103
89576,4.1673813
89577,3.226523
89578,4.262756
89579,4.0042095
89580,4.1370096
89581,4.2614393
89582,2.770519
89583,3.69471
89584,2.2280924
89585,3.4813225
89586,3.500823
89587,4.068977
89588,3.6716027
89589,4.292836
89590,4.0028462
89591,2.2751331
89592,3.3780465
89593,3.6081312
89594,3.2357008
89595,4.195649
89596,3.7426186
89597,4.009065
89598,3.6828768
89599,2.785477
89600,2.5730906
89601,3.9089184
89602,3.986541
89603,3.476132
89604,3.0637438
89605,2.5685909
89606,2.9124057
89607,2.354042
89608,4.0899296
89609,3.984909
89610,2.6730533
89611,3.575421
89612,3.925097
89613,3.5359592
89614,3.2944705
89615,3.6765807
89616,4.176841
89617,2.8176868
89618,4.163306
89619,3.5474453
89620,2.8976102
89621,2.9945636
89622,3.705689
89623,3.3997617
89624,3.500636
89625,3.8454566
89626,4.3809447
89627,3.1804056
89628,3.6792216
89629,3.8780107
89630,4.2084556
89631,3.228462
89632,2.4044309
89633,4.45065
89634,3.911065
89635,3.2151601
89636,3.1176586
89637,4.3397236
89638,3.910383
89639,3.785719
89640,3.4972112
89641,3.0016325
89642,3.074566
89643,3.6527154
89644,3.381448
89645,3.3783016
89646,2.2847447
89647,4.3180246
89648,2.15801
89649,3.4267077
89650,3.6056747
89651,2.7828748
89652,3.3107727
89653,3.2344387
89654,3.0557594
89655,4.4120984
89656,3.6278472
89657,3.0999324
89658,4.027369
89659,3.9127371
89660,4.3227735
89661,3.4760532
89662,3.329494
89663,3.8462923
89664,3.704596
89665,3.716554
89666,3.7316387
89667,2.5659335
89668,4.1470647
89669,3.6355813
89670,3.8846834
89671,2.8204987
89672,3.4772136
89673,3.3405306
89674,1.94451
89675,3.6850524
89676,2.7354145
89677,4.3245673
89678,3.7727811
89679,3.947764
89680,3.4684885
89681,4.256691
89682,3.8740375
89683,3.8603082
89684,3.9847603
89685,3.7240868
89686,3.9643817
89687,2.6960268
89688,2.6484985
89689,3.8592906
89690,2.8460174
89691,3.544514
89692,2.447888
89693,4.048883
89694,4.0521173
89695,4.365311
89696,3.462804
89697,3.4974928
89698,3.7206788
89699,3.694749
89700,2.521773
89701,4.17368
89702,2.633334
89703,3.4494984
89704,4.217733
89705,3.3839877
89706,2.0511444
89707,4.107262
89708,3.6418018
89709,2.5795944
89710,2.8930821
89711,1.8303136
89712,4.1049023
89713,3.4317071
89714,3.9679158
89715,1.6989015
89716,3.561404
89717,2.2263794
89718,4.103978
89719,4.006169
89720,2.6607013
89721,3.3881288
89722,4.023031
89723,3.193506
89724,2.7378798
89725,3.5801613
89726,2.6745355
89727,2.9783566
89728,3.2720516
89729,3.4192526
89730,3.0065258
89731,4.019784
89732,2.9161165
89733,3.1485214
89734,4.1073637
89735,4.193284
89736,3.4774413
89737,2.3111007
89738,4.322981
89739,3.5848098
89740,3.9438183
89741,3.3067842
89742,3.5172968
89743,3.089888
89744,3.1246536
89745,3.673663
89746,2.8804178
89747,3.3039973
89748,1.2627711
89749,2.8838947
89750,3.573879
89751,3.2050416
89752,4.1816254
89753,3.8576567
89754,4.121171
89755,3.7484
89756,4.069913
89757,2.8245564
89758,4.2997108
89759,3.5676286
89760,3.4484105
89761,3.587115
89762,2.935491
89763,3.3007584
89764,3.6265178
89765,3.2100544
89766,2.7592468
89767,3.7302642
89768,3.6433375
89769,4.198569
89770,2.0714157
89771,4.6014853
89772,3.197337
89773,4.421707
89774,4.590855
89775,3.659904
89776,2.6424105
89777,4.266783
89778,2.2881258
89779,3.7489033
89780,3.7185912
89781,3.4059281
89782,4.186297
89783,3.9650443
89784,3.1228838
89785,3.6523988
89786,3.9570422
89787,3.7497528
89788,4.149504
89789,4.0734406
89790,3.3590868
89791,4.0880456
89792,3.346408
89793,2.7912118
89794,3.206453
89795,2.9078808
89796,2.194748
89797,3.3996086
89798,3.43168
